"Tarih","Saat","Toplam (MWh)","Rüzgar (MWh)","Biyogaz (MWh)","Kanal Tipi (MWh)","Biyokütle (MWh)","Güneþ (MWh)","Diðer (MWh)"
"02.11.2020","14:00","3.128,76","1,16","15,73","1,38","9,87","3.095,89","4,73"
"02.11.2020","15:00","2.287,38","1,32","16,39","1,28","12,15","2.252,36","3,88"
"02.11.2020","16:00","1.154,49","1,15","16,36","1,43","11,49","1.122,60","1,47"
"02.11.2020","17:00","237,33","2,87","17,53","1,52","13,84","200,47","1,11"
"02.11.2020","18:00","45,39","3,74","17,12","1,56","15,67","7,23","0,07"
"02.11.2020","19:00","36,25","2,88","16,25","1,67","14,93","0,46","0,05"
"02.11.2020","20:00","35,37","2,69","16,24","1,62","14,34","0,43","0,06"
"02.11.2020","21:00","34,92","1,96","16,07","1,40","14,92","0,52","0,05"
"02.11.2020","22:00","32,00","1,21","15,85","1,38","12,90","0,64","0,01"
"02.11.2020","23:00","33,62","1,19","15,20","1,27","15,04","0,83","0,10"
"03.11.2020","00:00","32,31","0,96","14,29","0,64","14,47","1,83","0,11"
"03.11.2020","01:00","32,67","0,94","14,39","0,61","14,78","1,83","0,12"
"03.11.2020","02:00","33,93","1,15","14,38","0,66","15,05","2,61","0,08"
"03.11.2020","03:00","34,52","1,17","14,28","0,71","14,97","3,27","0,11"
"03.11.2020","04:00","35,02","0,70","14,35","0,68","15,27","3,93","0,08"
"03.11.2020","05:00","36,11","1,01","14,47","0,63","14,87","5,05","0,07"
"03.11.2020","06:00","56,79","1,36","14,01","0,60","14,91","25,85","0,06"
"03.11.2020","07:00","334,59","1,22","14,35","0,67","15,55","302,10","0,70"
"03.11.2020","08:00","1.443,04","0,78","13,97","1,02","15,27","1.410,48","1,52"
"03.11.2020","09:00","2.488,37","0,86","12,05","0,96","11,18","2.460,35","2,97"
"03.11.2020","10:00","3.275,96","0,69","12,60","0,79","14,16","3.243,04","4,69"
"03.11.2020","11:00","3.582,71","0,59","13,23","1,01","15,71","3.547,21","4,95"
"03.11.2020","12:00","3.514,01","0,22","14,90","1,31","14,43","3.478,48","4,68"
"03.11.2020","13:00","3.205,32","0,09","15,11","1,18","14,14","3.170,39","4,42"
"03.11.2020","14:00","2.497,98","0,09","13,48","1,21","15,22","2.463,86","4,11"
"03.11.2020","15:00","1.609,86","0,08","14,84","1,18","14,19","1.576,39","3,19"
"03.11.2020","16:00","726,25","0,12","15,20","1,12","15,38","693,22","1,22"
"03.11.2020","17:00","123,96","0,19","14,62","1,21","15,28","91,34","1,32"
"03.11.2020","18:00","35,07","0,30","15,45","1,25","14,57","3,16","0,34"
"03.11.2020","19:00","35,66","1,47","16,60","1,41","15,40","0,45","0,34"
"03.11.2020","20:00","36,69","1,96","16,98","1,37","15,60","0,44","0,33"
"03.11.2020","21:00","37,15","2,04","16,73","1,43","16,12","0,48","0,34"
"03.11.2020","22:00","37,08","1,95","17,01","1,23","16,04","0,59","0,26"
"03.11.2020","23:00","36,95","2,62","16,62","1,14","15,57","0,99","0,00"
"04.11.2020","00:00","38,00","3,07","16,58","1,22","15,12","2,01","0,01"
"04.11.2020","01:00","37,01","2,84","16,26","0,68","14,93","2,30","0,00"
"04.11.2020","02:00","34,94","3,29","16,24","0,62","12,27","2,50","0,02"
"04.11.2020","03:00","39,23","4,83","16,39","0,61","14,97","2,43","0,00"
"04.11.2020","04:00","39,73","7,16","16,41","0,61","13,42","2,13","0,00"
"04.11.2020","05:00","41,27","9,00","15,88","0,60","13,62","2,16","0,02"
"04.11.2020","06:00","47,10","8,62","15,31","0,61","13,56","8,97","0,04"
"04.11.2020","07:00","136,91","11,27","15,54","0,50","13,02","95,97","0,62"
"04.11.2020","08:00","488,44","10,45","16,13","0,44","13,57","447,04","0,81"
"04.11.2020","09:00","1.099,13","11,19","15,53","0,27","12,47","1.057,95","1,73"
"04.11.2020","10:00","1.623,00","13,39","15,73","0,49","13,21","1.577,42","2,77"
"04.11.2020","11:00","1.822,74","14,59","16,45","0,29","11,35","1.777,04","3,02"
"04.11.2020","12:00","1.821,04","15,39","15,54","0,40","10,81","1.775,75","3,15"
"04.11.2020","13:00","1.711,28","17,57","15,35","0,92","10,44","1.663,66","3,34"
"04.11.2020","14:00","1.464,62","19,35","15,48","1,16","11,57","1.414,31","2,74"
"04.11.2020","15:00","1.087,45","21,88","15,04","1,37","11,73","1.034,89","2,55"
"04.11.2020","16:00","586,18","23,98","14,91","1,33","10,45","534,59","0,92"
"04.11.2020","17:00","160,19","23,67","14,39","1,14","15,30","104,76","0,93"
"04.11.2020","18:00","60,06","23,70","14,98","1,16","15,11","5,07","0,04"
"04.11.2020","19:00","55,09","22,67","15,70","1,25","15,00","0,42","0,05"
"04.11.2020","20:00","54,67","21,89","15,64","1,44","15,23","0,44","0,03"
"04.11.2020","21:00","55,83","22,80","16,51","1,56","14,48","0,44","0,05"
"04.11.2020","22:00","56,43","22,00","17,09","1,64","15,27","0,43","0,00"
"04.11.2020","23:00","56,27","23,19","16,45","1,58","14,38","0,67","0,00"
"05.11.2020","00:00","57,39","22,72","16,64","1,55","15,64","0,85","0,00"
"05.11.2020","01:00","54,15","19,98","16,53","0,65","15,65","1,35","0,01"
"05.11.2020","02:00","52,16","19,16","15,84","0,67","14,95","1,54","0,01"
"05.11.2020","03:00","55,53","20,94","16,09","0,70","15,84","1,96","0,01"
"05.11.2020","04:00","55,65","21,82","14,93","0,71","15,41","2,75","0,01"
"05.11.2020","05:00","58,06","22,33","15,97","0,82","16,47","2,46","0,01"
"05.11.2020","06:00","66,29","23,56","16,41","0,53","15,86","9,46","0,47"
"05.11.2020","07:00","129,64","23,13","16,48","0,56","15,75","73,02","0,71"
"05.11.2020","08:00","431,44","23,84","16,54","0,54","15,11","374,53","0,88"
"05.11.2020","09:00","974,13","23,90","16,25","0,52","14,12","917,47","1,87"
"05.11.2020","10:00","1.525,82","24,77","17,94","0,51","14,44","1.465,47","2,68"
"05.11.2020","11:00","1.873,57","24,31","17,77","0,74","12,37","1.815,51","2,87"
"05.11.2020","12:00","1.994,62","24,58","16,86","0,62","12,74","1.936,71","3,10"
"05.11.2020","13:00","1.796,89","25,11","16,47","0,71","12,76","1.738,44","3,38"
"05.11.2020","14:00","1.422,72","25,64","18,17","1,02","14,91","1.360,05","2,94"
"05.11.2020","15:00","948,30","26,72","18,14","1,14","14,86","885,17","2,28"
"05.11.2020","16:00","456,35","29,36","17,49","1,33","15,29","391,93","0,96"
"05.11.2020","17:00","120,07","28,90","17,49","1,44","14,69","56,69","0,87"
"05.11.2020","18:00","65,85","29,79","16,64","1,35","15,21","2,81","0,05"
"05.11.2020","19:00","64,20","30,56","16,87","1,24","15,04","0,45","0,05"
"05.11.2020","20:00","65,53","30,99","17,09","1,24","15,73","0,43","0,04"
"05.11.2020","21:00","66,05","31,28","17,09","1,41","15,72","0,50","0,05"
"05.11.2020","22:00","65,83","30,74","17,06","1,50","15,93","0,59","0,01"
"05.11.2020","23:00","66,57","31,00","16,89","1,55","16,12","0,97","0,03"
"06.11.2020","00:00","66,62","31,69","16,90","1,34","15,34","1,34","0,00"
"06.11.2020","01:00","66,79","31,84","17,00","0,66","15,76","1,53","0,01"
"06.11.2020","02:00","67,73","32,31","16,76","0,85","16,11","1,70","0,00"
"06.11.2020","03:00","68,15","33,04","16,31","0,97","16,09","1,71","0,02"
"06.11.2020","04:00","69,05","33,89","16,83","1,04","16,08","1,21","0,01"
"06.11.2020","05:00","71,21","34,43","16,84","1,08","15,84","3,00","0,01"
"06.11.2020","06:00","85,62","34,59","16,27","0,98","15,64","17,76","0,38"
"06.11.2020","07:00","213,69","33,81","16,22","0,83","15,10","147,00","0,73"
"06.11.2020","08:00","715,56","31,88","15,78","0,82","15,02","651,41","0,65"
"06.11.2020","09:00","1.488,31","30,56","15,92","0,86","14,70","1.424,68","1,59"
"06.11.2020","10:00","2.195,13","29,07","15,87","0,81","14,48","2.132,26","2,64"
"06.11.2020","11:00","2.650,82","28,89","15,91","1,01","13,49","2.588,83","2,69"
"06.11.2020","12:00","2.808,40","30,96","15,55","0,86","14,34","2.743,52","3,17"
"06.11.2020","13:00","2.698,00","30,15","15,72","1,45","13,90","2.633,62","3,17"
"06.11.2020","14:00","2.337,97","28,99","15,83","1,62","15,32","2.273,34","2,88"
"06.11.2020","15:00","1.533,15","27,67","16,09","1,34","14,91","1.470,46","2,67"
"06.11.2020","16:00","654,28","26,91","16,01","1,56","15,11","593,87","0,82"
"06.11.2020","17:00","140,12","27,51","16,39","1,70","15,14","78,73","0,66"
"06.11.2020","18:00","63,70","26,93","16,20","1,83","15,45","3,24","0,06"
"06.11.2020","19:00","59,23","25,25","16,21","1,95","15,35","0,42","0,05"
"06.11.2020","20:00","58,07","23,72","16,35","1,86","15,65","0,44","0,05"
"06.11.2020","21:00","56,75","22,79","15,72","1,81","15,94","0,45","0,04"
"06.11.2020","22:00","58,76","23,76","16,40","1,69","16,28","0,63","0,01"
"06.11.2020","23:00","59,79","24,28","16,39","1,61","16,10","1,39","0,02"
"07.11.2020","00:00","58,52","23,34","16,38","1,68","15,22","1,89","0,01"
"07.11.2020","01:00","59,37","23,91","15,55","1,64","15,70","2,57","0,01"
"07.11.2020","02:00","62,03","25,66","16,39","1,65","15,58","2,76","0,01"
"07.11.2020","03:00","62,31","25,78","16,24","1,24","16,05","3,00","0,01"
"07.11.2020","04:00","61,98","26,00","16,35","1,10","14,67","3,80","0,04"
"07.11.2020","05:00","63,81","25,23","16,16","1,15","15,81","5,47","0,00"
"07.11.2020","06:00","82,09","25,79","16,06","1,16","15,46","23,47","0,16"
"07.11.2020","07:00","332,10","24,97","16,18","1,01","15,12","274,17","0,65"
"07.11.2020","08:00","1.264,81","21,18","15,80","0,92","14,21","1.211,46","1,24"
"07.11.2020","09:00","2.551,46","20,94","15,98","0,91","13,66","2.497,30","2,68"
"07.11.2020","10:00","3.518,42","20,59","16,23","1,00","13,04","3.463,43","4,14"
"07.11.2020","11:00","3.985,86","20,24","15,22","1,09","14,42","3.930,26","4,64"
"07.11.2020","12:00","3.909,24","17,71","16,06","1,29","14,40","3.854,91","4,87"
"07.11.2020","13:00","3.750,06","20,28","16,74","1,78","13,19","3.693,34","4,73"
"07.11.2020","14:00","3.289,88","24,45","16,45","1,76","13,30","3.229,75","4,17"
"07.11.2020","15:00","2.370,14","24,85","16,44","1,91","14,40","2.309,05","3,49"
"07.11.2020","16:00","1.072,85","25,35","16,04","1,76","13,95","1.014,30","1,46"
"07.11.2020","17:00","198,43","24,74","16,29","1,27","14,88","140,20","1,04"
"07.11.2020","18:00","64,84","25,42","16,54","1,55","15,32","5,93","0,07"
"07.11.2020","19:00","59,28","25,22","16,57","1,62","15,27","0,52","0,08"
"07.11.2020","20:00","59,31","25,15","16,63","1,63","15,27","0,55","0,09"
"07.11.2020","21:00","58,21","24,14","16,34","1,74","15,25","0,55","0,19"
"07.11.2020","22:00","55,55","21,46","16,56","1,43","15,01","0,91","0,18"
"07.11.2020","23:00","54,07","20,30","16,60","1,28","14,11","1,54","0,24"
"08.11.2020","00:00","54,72","19,84","16,72","1,29","13,97","2,64","0,25"
"08.11.2020","01:00","53,83","18,98","16,67","1,21","13,85","2,85","0,28"
"08.11.2020","02:00","53,64","17,81","16,81","1,25","14,05","3,47","0,26"
"08.11.2020","03:00","52,54","17,15","16,68","1,03","13,42","4,03","0,22"
"08.11.2020","04:00","54,94","18,98","16,31","0,80","13,50","5,10","0,25"
"08.11.2020","05:00","58,29","20,60","16,28","0,81","13,55","6,86","0,18"
"08.11.2020","06:00","82,97","22,20","16,33","0,86","13,06","30,05","0,48"
"08.11.2020","07:00","463,48","21,50","16,44","0,84","13,16","410,71","0,83"
"08.11.2020","08:00","1.738,38","21,39","16,14","1,15","12,87","1.685,72","1,11"
"08.11.2020","09:00","3.320,44","20,88","16,48","1,38","13,54","3.265,62","2,54"
"08.11.2020","10:00","4.304,53","21,46","16,57","1,51","13,30","4.247,62","4,06"
"08.11.2020","11:00","4.841,85","24,26","16,63","1,51","13,56","4.781,61","4,28"
"08.11.2020","12:00","4.966,74","24,20","15,81","1,50","13,68","4.906,74","4,83"
"08.11.2020","13:00","4.718,56","26,39","16,11","1,67","14,10","4.655,29","5,00"
"08.11.2020","14:00","4.063,92","25,78","16,16","1,81","14,29","4.001,30","4,59"
"08.11.2020","15:00","2.866,84","27,57","16,71","1,75","14,32","2.802,68","3,81"
"08.11.2020","16:00","1.262,35","28,36","16,70","1,94","14,55","1.199,36","1,44"
"08.11.2020","17:00","218,92","26,33","17,04","2,17","14,77","157,65","0,97"
"08.11.2020","18:00","63,06","24,68","16,83","2,12","14,34","5,07","0,02"
"08.11.2020","19:00","56,99","23,04","17,02","2,13","14,72","0,08","0,01"
"08.11.2020","20:00","56,12","22,55","15,68","2,13","15,65","0,06","0,04"
"08.11.2020","21:00","53,64","21,20","15,87","2,11","14,24","0,11","0,11"
"08.11.2020","22:00","53,92","20,26","16,47","2,04","14,56","0,43","0,17"
"08.11.2020","23:00","54,76","19,36","16,21","1,71","16,18","1,04","0,26"
"09.11.2020","00:00","53,68","17,99","16,38","1,66","15,69","1,68","0,27"
"09.11.2020","01:00","53,39","17,43","16,27","1,64","15,45","2,33","0,28"
"09.11.2020","02:00","52,84","16,40","16,36","1,15","15,74","2,90","0,28"
"09.11.2020","03:00","52,84","16,03","16,28","1,02","15,72","3,51","0,28"
"09.11.2020","04:00","54,20","16,27","16,25","0,97","15,86","4,57","0,27"
"09.11.2020","05:00","56,65","16,82","16,40","1,22","15,47","6,49","0,24"
"09.11.2020","06:00","77,93","18,12","16,39","1,23","15,34","26,53","0,32"
"09.11.2020","07:00","362,16","17,07","16,37","1,11","15,43","311,43","0,75"
"09.11.2020","08:00","1.495,16","13,99","16,29","1,20","14,02","1.448,27","1,40"
"09.11.2020","09:00","2.992,09","12,11","16,03","1,41","12,30","2.947,30","2,95"
"09.11.2020","10:00","4.008,29","11,73","16,36","1,88","11,98","3.961,71","4,64"
"09.11.2020","11:00","4.581,08","12,98","14,98","2,02","12,26","4.533,70","5,14"
"09.11.2020","12:00","4.596,49","15,31","16,20","2,02","13,08","4.544,45","5,43"
"09.11.2020","13:00","4.326,48","16,03","15,86","1,92","15,41","4.272,01","5,25"
"09.11.2020","14:00","3.617,23","15,71","15,46","1,78","15,14","3.564,40","4,74"
"09.11.2020","15:00","2.504,54","17,22","16,01","1,89","15,19","2.450,33","3,90"
"09.11.2020","16:00","1.073,97","18,36","16,34","2,01","15,05","1.020,57","1,64"
"09.11.2020","17:00","182,50","18,85","14,97","2,26","15,82","129,50","1,10"
"09.11.2020","18:00","60,44","21,04","14,96","2,41","15,95","6,00","0,07"
"09.11.2020","19:00","53,09","19,75","15,08","2,39","15,42","0,38","0,08"
"09.11.2020","20:00","52,63","18,82","15,06","2,16","16,17","0,30","0,11"
"09.11.2020","21:00","52,78","19,37","14,82","2,02","16,05","0,35","0,17"
"09.11.2020","22:00","53,79","19,83","15,04","1,97","16,14","0,62","0,17"
"09.11.2020","23:00","55,13","20,68","14,93","2,18","16,10","0,99","0,25"
"10.11.2020","00:00","57,79","23,29","15,05","1,90","15,66","1,63","0,27"
"10.11.2020","01:00","59,53","24,17","15,04","1,76","15,84","2,44","0,28"
"10.11.2020","02:00","59,05","23,81","15,02","1,05","15,97","2,90","0,30"
"10.11.2020","03:00","60,74","24,16","16,24","1,03","15,97","3,05","0,29"
"10.11.2020","04:00","63,03","25,22","16,55","1,04","15,95","3,98","0,29"
"10.11.2020","05:00","63,61","24,72","16,54","1,09","15,70","5,33","0,24"
"10.11.2020","06:00","78,88","24,60","15,25","1,05","15,52","21,93","0,53"
"10.11.2020","07:00","309,48","23,13","15,44","1,06","15,44","253,44","0,97"
"10.11.2020","08:00","1.365,67","21,76","15,47","1,13","15,68","1.310,00","1,62"
"10.11.2020","09:00","2.782,52","22,60","15,67","0,85","15,55","2.724,26","3,57"
"10.11.2020","10:00","3.793,30","24,26","14,84","1,68","15,51","3.731,14","5,88"
"10.11.2020","11:00","4.378,43","26,14","13,89","1,66","16,08","4.314,12","6,55"
"10.11.2020","12:00","4.469,20","27,20","14,59","1,55","15,29","4.403,93","6,65"
"10.11.2020","13:00","4.201,30","28,63","14,75","1,53","13,94","4.136,12","6,34"
"10.11.2020","14:00","3.520,45","30,16","15,18","1,54","13,79","3.454,08","5,70"
"10.11.2020","15:00","2.389,76","28,99","15,13","1,39","14,31","2.325,47","4,48"
"10.11.2020","16:00","1.004,77","29,59","15,85","1,44","14,79","941,41","1,69"
"10.11.2020","17:00","175,75","28,60","15,92","1,84","15,74","112,55","1,09"
"10.11.2020","18:00","66,43","28,43","15,92","1,76","16,10","4,16","0,06"
"10.11.2020","19:00","62,89","29,77","15,82","1,22","15,64","0,36","0,08"
"10.11.2020","20:00","61,07","27,74","15,94","1,21","15,74","0,35","0,09"
"10.11.2020","21:00","60,82","27,10","15,79","1,37","16,06","0,36","0,15"
"10.11.2020","22:00","62,31","27,43","15,98","1,97","16,09","0,65","0,19"
"10.11.2020","23:00","61,90","26,54","15,95","1,97","16,00","1,19","0,24"
"11.11.2020","00:00","61,85","26,86","15,98","1,23","15,63","1,87","0,28"
"11.11.2020","01:00","61,50","26,09","15,72","1,17","15,72","2,51","0,29"
"11.11.2020","02:00","62,37","25,96","15,95","1,20","15,88","3,10","0,28"
"11.11.2020","03:00","63,41","26,54","15,94","1,22","15,86","3,57","0,26"
"11.11.2020","04:00","64,91","27,56","15,91","1,22","15,57","4,37","0,27"
"11.11.2020","05:00","67,17","28,86","15,94","1,15","15,07","5,88","0,27"
"11.11.2020","06:00","82,75","30,30","15,78","1,19","15,12","19,74","0,63"
"11.11.2020","07:00","313,39","29,02","15,85","1,12","15,37","251,01","1,01"
"11.11.2020","08:00","1.357,69","28,01","15,54","1,28","14,47","1.296,86","1,54"
"11.11.2020","09:00","2.712,14","27,13","15,03","1,35","15,29","2.649,77","3,58"
"11.11.2020","10:00","3.647,90","27,09","15,43","1,60","12,48","3.585,98","5,33"
"11.11.2020","11:00","4.213,03","25,85","15,85","1,21","12,87","4.151,07","6,18"
"11.11.2020","12:00","4.323,29","27,66","15,67","1,23","15,11","4.257,06","6,56"
"11.11.2020","13:00","4.053,36","26,56","15,82","1,55","15,17","3.988,19","6,07"
"11.11.2020","14:00","3.387,23","26,24","15,51","2,02","14,62","3.323,93","4,91"
"11.11.2020","15:00","2.316,89","26,05","16,01","2,08","14,80","2.254,12","3,83"
"11.11.2020","16:00","971,21","26,08","15,84","2,04","15,07","910,75","1,43"
"11.11.2020","17:00","164,76","24,80","15,50","1,96","15,11","106,38","1,00"
"11.11.2020","18:00","62,68","23,32","15,81","1,99","15,82","5,68","0,07"
"11.11.2020","19:00","56,22","23,56","14,49","2,21","15,50","0,38","0,08"
"11.11.2020","20:00","55,78","23,13","14,17","2,21","15,82","0,34","0,10"
"11.11.2020","21:00","55,01","22,44","14,43","2,01","15,59","0,40","0,15"
"11.11.2020","22:00","55,14","22,58","14,45","1,88","15,47","0,59","0,19"
"11.11.2020","23:00","54,62","21,89","14,23","1,86","15,35","1,00","0,29"
"12.11.2020","00:00","54,04","21,04","14,31","1,72","15,03","1,65","0,28"
"12.11.2020","01:00","55,23","20,70","14,32","1,89","15,42","2,63","0,28"
"12.11.2020","02:00","54,96","20,42","14,50","1,26","15,33","3,20","0,25"
"12.11.2020","03:00","56,97","21,24","14,52","1,63","15,58","3,74","0,27"
"12.11.2020","04:00","56,92","20,91","13,92","1,85","15,29","4,70","0,25"
"12.11.2020","05:00","58,99","20,06","15,49","1,63","14,98","6,61","0,21"
"12.11.2020","06:00","74,59","19,96","15,41","1,57","15,27","21,91","0,48"
"12.11.2020","07:00","348,86","20,13","15,83","1,61","14,47","295,88","0,93"
"12.11.2020","08:00","1.410,81","18,21","14,89","1,68","15,03","1.359,57","1,44"
"12.11.2020","09:00","2.891,90","16,68","14,70","1,68","14,93","2.840,15","3,78"
"12.11.2020","10:00","3.995,53","15,08","14,45","1,69","14,93","3.943,90","5,47"
"12.11.2020","11:00","4.609,56","12,29","14,12","1,81","14,81","4.560,42","6,11"
"12.11.2020","12:00","4.802,57","10,73","14,31","1,88","14,56","4.754,58","6,50"
"12.11.2020","13:00","4.510,69","10,75","15,80","1,99","14,93","4.461,14","6,08"
"12.11.2020","14:00","3.782,23","11,05","15,31","1,95","14,99","3.733,65","5,29"
"12.11.2020","15:00","2.608,47","10,39","14,30","1,82","15,16","2.562,79","4,01"
"12.11.2020","16:00","1.061,94","9,72","15,56","1,82","15,10","1.018,10","1,63"
"12.11.2020","17:00","160,09","10,69","15,81","1,77","15,91","115,00","0,92"
"12.11.2020","18:00","48,13","10,95","15,38","1,88","15,82","4,05","0,06"
"12.11.2020","19:00","43,52","10,74","15,08","2,05","15,17","0,42","0,06"
"12.11.2020","20:00","45,01","10,74","15,88","2,03","15,84","0,43","0,10"
"12.11.2020","21:00","42,72","9,59","15,64","1,99","14,88","0,46","0,17"
"12.11.2020","22:00","43,06","8,87","15,89","1,91","15,64","0,56","0,19"
"12.11.2020","23:00","41,21","7,46","15,89","1,14","15,55","0,87","0,30"
"13.11.2020","00:00","39,84","7,07","15,90","1,06","14,12","1,37","0,31"
"13.11.2020","01:00","40,59","6,06","15,72","1,08","15,41","2,03","0,29"
"13.11.2020","02:00","39,72","4,29","15,83","1,03","15,52","2,80","0,26"
"13.11.2020","03:00","40,27","4,08","15,92","1,07","15,62","3,31","0,28"
"13.11.2020","04:00","40,72","3,82","15,89","1,08","15,32","4,37","0,24"
"13.11.2020","05:00","41,46","3,18","15,92","1,04","15,26","5,88","0,17"
"13.11.2020","06:00","59,15","3,11","15,91","1,07","15,28","23,34","0,43"
"13.11.2020","07:00","321,53","2,78","15,88","0,97","14,85","286,24","0,80"
"13.11.2020","08:00","1.458,90","3,13","15,71","0,79","15,18","1.422,73","1,36"
"13.11.2020","09:00","2.945,17","3,31","15,78","0,49","14,55","2.907,69","3,36"
"13.11.2020","10:00","4.023,52","2,92","15,80","1,38","14,43","3.983,84","5,16"
"13.11.2020","11:00","4.570,36","2,36","15,73","1,83","13,79","4.531,49","5,16"
"13.11.2020","12:00","4.616,89","1,96","15,41","1,96","8,71","4.583,34","5,52"
"13.11.2020","13:00","4.318,37","1,26","15,27","1,95","9,10","4.285,46","5,32"
"13.11.2020","14:00","3.689,75","1,97","15,42","1,97","11,25","3.654,53","4,62"
"13.11.2020","15:00","2.498,06","2,18","15,59","2,56","14,63","2.459,86","3,25"
"13.11.2020","16:00","897,59","2,54","15,59","2,47","15,61","860,05","1,33"
"13.11.2020","17:00","111,50","4,23","15,95","2,34","15,90","72,41","0,68"
"13.11.2020","18:00","42,45","5,94","16,17","2,26","15,96","2,04","0,09"
"13.11.2020","19:00","40,36","6,60","16,17","2,33","14,82","0,36","0,09"
"13.11.2020","20:00","38,70","6,03","16,18","2,34","13,66","0,37","0,12"
"13.11.2020","21:00","41,30","6,66","16,13","2,21","15,53","0,36","0,42"
"13.11.2020","22:00","40,51","6,70","15,66","2,13","15,44","0,40","0,20"
"13.11.2020","23:00","39,46","5,85","15,72","1,52","15,65","0,45","0,27"
"14.11.2020","00:00","38,50","6,01","15,83","1,10","14,75","0,54","0,28"
"14.11.2020","01:00","37,81","4,91","15,86","1,12","14,90","0,77","0,25"
"14.11.2020","02:00","39,15","4,97","15,83","1,07","15,87","1,16","0,25"
"14.11.2020","03:00","40,61","6,03","15,84","1,03","15,85","1,62","0,24"
"14.11.2020","04:00","41,43","7,33","15,84","1,03","15,22","1,79","0,23"
"14.11.2020","05:00","44,43","9,06","15,85","1,04","15,57","2,77","0,14"
"14.11.2020","06:00","53,84","9,89","15,86","1,07","14,97","11,60","0,44"
"14.11.2020","07:00","216,84","10,75","15,83","1,07","15,14","173,29","0,76"
"14.11.2020","08:00","863,27","10,55","15,33","0,92","15,19","820,14","1,14"
"14.11.2020","09:00","1.826,24","10,79","14,63","0,32","14,97","1.783,07","2,45"
"14.11.2020","10:00","2.728,13","10,16","14,73","0,22","14,00","2.684,95","4,08"
"14.11.2020","11:00","3.160,19","10,46","14,61","0,30","16,50","3.113,89","4,44"
"14.11.2020","12:00","3.145,77","10,51","15,73","0,85","14,85","3.099,17","4,66"
"14.11.2020","13:00","2.873,83","11,94","15,17","1,06","15,03","2.826,08","4,56"
